"Peak","avg_log2FC","p_val","p_val_adj","pct_Male","pct_Female","nearest_gene","distance_to_nearest_gene","Significant","Direction"
"chr19-57112462-57113381",-0.3058,0.000120424865904271,1,0.125,0.166,"Ablim1",0,"No","NS"
"chr16-8848785-8849186",-0.3058,0.000155264126939165,1,0.172,0.215,"1810013L24Rik",0,"No","NS"
"chr3-94371558-94372087",-0.3058,0.00252852013773043,1,0.132,0.164,"Rorc",743,"No","NS"
"chr16-92825752-92826183",-0.3059,1.53938368258842e-08,0.00309437671571829,0.374,0.452,"Runx1",0,"No","NS"
"chr15-73617371-73618190",-0.3059,1.7350578750982e-07,0.0348770923704989,0.393,0.462,"Slc45a4",0,"No","NS"
"chr7-70952106-70952896",-0.3059,6.33694053613411e-06,1,0.3,0.361,"Gm24880",199605,"No","NS"
"chr4-141605531-141606326",-0.3059,0.000273506706739395,1,0.23,0.275,"Fblim1",0,"No","NS"
"chr3-8964208-8965037",-0.3059,0.0149036774678483,1,0.091,0.112,"Tpd52",0,"No","NS"
"chr17-24440274-24441411",-0.306,1.68332477065619e-05,1,0.259,0.314,"Dnase1l2",0,"No","NS"
"chr10-7923262-7923810",-0.3061,0.00240277220746875,1,0.09,0.118,"Tab2",0,"No","NS"
"chr8-27161434-27161921",-0.3061,0.0371282130991788,1,0.121,0.141,"Rab11fip1",0,"No","NS"
"chr3-27896199-27897394",-0.3062,0.000161988244526867,1,0.226,0.269,"Tmem212",0,"No","NS"
"chr13-5257651-5258973",-0.3063,1.46883838693962e-10,2.95257079512281e-05,0.373,0.461,"Gm24790",67716,"No","NS"
"chr18-34731930-34732930",-0.3063,0.00163666763891527,1,0.192,0.226,"Cdc25c",66,"No","NS"
"chr2-90744280-90746252",-0.3064,1.05680228339055e-23,2.12432054193468e-18,0.817,0.85,"Fnbp4",0,"No","NS"
"chr12-100289258-100290068",-0.3064,0.00184208870091416,1,0.118,0.15,"Ttc7b",10702,"No","NS"
"chr15-81891268-81892514",-0.3064,0.00305985626098909,1,0.166,0.198,"Aco2",0,"No","NS"
"chr1-155777046-155778337",-0.3064,0.00320307799696654,1,0.103,0.131,"Qsox1",0,"No","NS"
"chr1-185336144-185336936",-0.3065,1.81416832756965e-08,0.00364673232198085,0.303,0.376,"Bpnt1",0,"No","NS"
"chr15-97663513-97664424",-0.3065,2.77539495870102e-07,0.0557893242228326,0.347,0.417,"Rpap3",10680,"No","NS"
"chr7-5323786-5324608",-0.3065,0.00101848574133568,1,0.08,0.109,"Nlrp2",0,"No","NS"
"chr11-79814827-79815571",-0.3065,0.00126008045743756,1,0.105,0.137,"9130204K15Rik",0,"No","NS"
"chr15-97235064-97235573",-0.3065,0.0193543564150509,1,0.09,0.109,"Amigo2",8500,"No","NS"
"chr9-56508822-56509659",-0.3067,1.11100802804609e-10,2.23328167749657e-05,0.537,0.622,"Hmg20a",11937,"No","NS"
"chr5-114650606-114651751",-0.3067,6.55847574185126e-06,1,0.367,0.421,"Trpv4",0,"No","NS"
"chr12-50588175-50589348",-0.3067,0.00599847947611337,1,0.091,0.115,"Prkd1",0,"No","NS"
"chr18-39067273-39068390",-0.3067,0.0453678073152338,1,0.092,0.108,"Arhgap26",0,"No","NS"
"chr2-4781392-4784306",-0.3068,1.69350807558742e-13,3.40418832306131e-08,0.72,0.749,"Bend7",0,"No","NS"
"chr1-39685637-39686212",-0.3068,0.00183250774484942,1,0.138,0.17,"Rfx8",0,"No","NS"
"chr1-184084051-184085313",-0.3069,7.74958221340498e-07,0.155777451904539,0.308,0.373,"Dusp10",8414,"No","NS"
"chr4-31871253-31871820",-0.3069,0.00209131297531571,1,0.094,0.123,"Map3k7",92276,"No","NS"
"chr4-116007493-116008191",-0.3069,0.0033112529602829,1,0.136,0.166,"Faah",0,"No","NS"
"chr2-37701901-37704005",-0.307,8.6769306390125e-17,1.74418453547046e-11,0.765,0.798,"Strbp",0,"No","NS"
"chr15-66890871-66891863",-0.307,5.6047494542645e-16,1.12663310679952e-10,0.701,0.769,"Wisp1",0,"No","NS"
"chr2-5011464-5013105",-0.307,1.49606093771955e-13,3.00729193334758e-08,0.705,0.738,"Mcm10",0,"No","NS"
"chr4-99929143-99930446",-0.307,3.79601634182358e-12,7.63052428935325e-07,0.606,0.671,"Itgb3bp",0,"No","NS"
"chr7-68373845-68374729",-0.307,8.71450075317482e-05,1,0.186,0.232,"Fam169b",10755,"No","NS"
"chr13-107019348-107019775",-0.3072,0.000177614485806825,1,0.243,0.288,"Kif2a",0,"No","NS"
"chr1-157153260-157154445",-0.3072,0.0059488154167893,1,0.166,0.196,"Rasal2",0,"No","NS"
"chr19-53637876-53638555",-0.3072,0.0184511404750549,1,0.093,0.113,"Smc3",0,"No","NS"
"chr1-120072743-120074653",-0.3073,3.93677863874044e-11,7.91347621287771e-06,0.527,0.611,"Tmem37",0,"No","NS"
"chr4-80952419-80952962",-0.3073,9.11116030199275e-07,0.183147077694477,0.295,0.358,"Lurap1l",0,"No","NS"
"chr1-134048631-134049228",-0.3073,3.77673150679204e-05,1,0.231,0.281,"Fmod",353,"No","NS"
"chr8-118444479-118445169",-0.3073,0.000860897017592482,1,0.092,0.123,"Cdh13",0,"No","NS"
"chr1-178317182-178317440",-0.3073,0.00164506974750098,1,0.168,0.203,"B230369F24Rik",0,"No","NS"
"chr2-104027232-104028864",-0.3074,3.91751748374551e-13,7.87475859477621e-08,0.622,0.692,"4931422A03Rik",0,"No","NS"
"chr16-24431817-24432073",-0.3074,0.000146910596465978,1,0.239,0.283,"Lpp",0,"No","NS"
"chr2-74704599-74705950",-0.3074,0.00024274337978926,1,0.145,0.185,"Hoxd3os1",0,"No","NS"
"chr4-133489521-133490145",-0.3074,0.0121469458009143,1,0.13,0.154,"Trnp1",954,"No","NS"
"chr7-91144282-91145559",-0.3074,0.0137677912370981,1,0.084,0.105,"Dlg2",0,"No","NS"
"chr6-135153150-135154411",-0.3075,4.1846266202508e-11,8.41168535443095e-06,0.518,0.591,"Hebp1",0,"No","NS"
"chr8-122548648-122549373",-0.3075,1.66481970540048e-10,3.34652068261371e-05,0.553,0.625,"Gm20388",0,"No","NS"
"chr2-29632868-29633456",-0.3075,3.86355783133347e-09,0.000776629213907667,0.428,0.506,"Rapgef1",0,"No","NS"
"chr16-13309318-13310776",-0.3075,2.47114621451436e-05,1,0.254,0.307,"Mkl2",0,"No","NS"
"chr15-33912736-33913438",-0.3075,0.00393868116996115,1,0.096,0.122,"Mtdh",169255,"No","NS"
"chr19-57180881-57181722",-0.3075,0.00968095848282948,1,0.08,0.101,"Ablim1",0,"No","NS"
"chr7-130977247-130978819",-0.3076,3.0002358115596e-12,6.03089401424841e-07,0.564,0.634,"Htra1",0,"No","NS"
"chr17-69672012-69673075",-0.3076,2.40869519855925e-09,0.000484181456643189,0.407,0.493,"Gm22967",77234,"No","NS"
"chr4-118070313-118071113",-0.3076,3.26929968418554e-05,1,0.303,0.354,"St3gal3",0,"No","NS"
"chrX-159952997-159954945",-0.3077,3.24438075505126e-10,6.52165953095874e-05,0.543,0.614,"Sh3kbp1",0,"No","NS"
"chr8-8990551-8991435",-0.3077,0.000293677202200959,1,0.202,0.243,"Fam155a",214565,"No","NS"
"chr3-144448638-144449569",-0.3077,0.00141061675599882,1,0.2,0.237,"Hs2st1",0,"No","NS"
"chr17-36891830-36892772",-0.3077,0.00183433671893682,1,0.146,0.18,"Trim40",1706,"No","NS"
"chr10-4245853-4246729",-0.3077,0.0149723912506385,1,0.144,0.167,"Akap12",19599,"No","NS"
"chr9-57951778-57952145",-0.3077,0.0151215423336545,1,0.091,0.112,"Sema7a",0,"No","NS"
"chr12-70845210-70845669",-0.3077,0.030525749684405,1,0.125,0.145,"Frmd6",0,"No","NS"
"chr17-43534409-43535254",-0.3078,0.000166215445584297,1,0.2,0.244,"Ankrd66",0,"No","NS"
"chr13-42822020-42822869",-0.3078,0.0190590815777811,1,0.104,0.125,"Phactr1",0,"No","NS"
"chr17-35051053-35052106",-0.3079,9.05905559694098e-13,1.82099700176349e-07,0.611,0.682,"Clic1",0,"No","NS"
"chr3-81917036-81918561",-0.3079,3.51054837728832e-06,0.705669371512235,0.379,0.437,"Gm9989",0,"No","NS"
"chrX-77722540-77723819",-0.3079,0.000772764396718685,1,0.113,0.145,"Gm14746",4556,"No","NS"
"chr17-56233618-56234360",-0.308,0.000743634192063916,1,0.11,0.143,"Mir7b",8627,"No","NS"
"chr10-42907978-42908858",-0.308,0.0217098902501683,1,0.09,0.11,"Scml4",0,"No","NS"
"chr2-59611230-59613881",-0.3081,4.10498161818412e-20,8.25158774997663e-15,0.776,0.813,"Tanc1",0,"No","NS"
"chr2-26639889-26640907",-0.3081,1.40312828948252e-16,2.82048429982039e-11,0.698,0.756,"Snhg7",0,"No","NS"
"chr2-141721083-141722022",-0.3081,5.61753979810225e-06,1,0.232,0.293,"Macrod2",0,"No","NS"
"chr5-43422630-43423568",-0.3081,3.17769408653603e-05,1,0.177,0.227,"C1qtnf7",92000,"No","NS"
"chr9-56196759-56197237",-0.3081,0.00229178052599019,1,0.17,0.204,"Peak1",3888,"No","NS"
"chr3-96086759-96088237",-0.3082,1.72077672628902e-07,0.0345900212858262,0.362,0.429,"Otud7b",16289,"No","NS"
"chr2-167465143-167465841",-0.3082,0.000141053029403762,1,0.161,0.204,"Slc9a8",0,"No","NS"
"chr2-166676754-166677400",-0.3082,0.00168817035432908,1,0.122,0.154,"Prex1",0,"No","NS"
"chr11-53492905-53493546",-0.3083,0.0122670220549935,1,0.087,0.109,"Rpl9-ps3",7637,"No","NS"
"chr13-99446885-99447879",-0.3084,3.75420899536588e-08,0.00754648566994478,0.446,0.517,"Map1b",0,"No","NS"
"chr2-127142411-127143747",-0.3084,1.1155821042693e-06,0.224247621107589,0.42,0.476,"Itpripl1",0,"No","NS"
"chr2-117017776-117019713",-0.3085,6.41887252624882e-11,1.29028324199138e-05,0.575,0.643,"Gm13981",35852,"No","NS"
"chr4-77316487-77317001",-0.3085,1.1659854111335e-05,1,0.071,0.111,"Ptprd",0,"No","NS"
"chr2-132815094-132816804",-0.3086,1.62454178913586e-17,3.26555643201356e-12,0.734,0.78,"Trmt6",0,"No","NS"
"chr2-30847663-30848728",-0.3086,2.04593362012293e-14,4.11261300715391e-09,0.675,0.736,"Prrx2",0,"No","NS"
"chr3-108567899-108568860",-0.3086,7.09583800543382e-09,0.00142636278082427,0.236,0.315,"Gm22860",515,"No","NS"
"chr13-67728097-67729766",-0.3086,8.01449003080948e-07,0.161102469905314,0.372,0.434,"Zfp65",0,"No","NS"
"chr17-3394814-3395362",-0.3086,0.000509865660560773,1,0.158,0.197,"Tiam2",0,"No","NS"
"chr2-30742733-30744787",-0.3087,1.2694610356635e-18,2.55179440622864e-13,0.723,0.781,"Mir3089",21439,"No","NS"
"chr2-157367113-157368364",-0.3087,7.02616426170415e-11,1.4123573829022e-05,0.607,0.661,"Manbal",0,"No","NS"
"chr15-58950412-58950966",-0.3087,0.00199347633871654,1,0.184,0.218,"Mtss1",0,"No","NS"
"chr2-172369483-172371482",-0.3088,1.28622015782942e-15,2.58548258805923e-10,0.762,0.801,"Aurka",0,"No","NS"
"chr8-124791910-124794677",-0.3088,1.1424890211913e-11,2.29656288105748e-06,0.536,0.616,"Trim67",0,"No","NS"
"chr5-28476033-28477625",-0.3088,0.00188008626138997,1,0.098,0.128,"9530036O11Rik",0,"No","NS"
"chr11-86346510-86347310",-0.3089,0.0408544233045828,1,0.111,0.129,"Med13",0,"No","NS"
"chr15-7552830-7554111",-0.309,1.05265119267677e-11,2.11597626844729e-06,0.531,0.617,"RP24-92L23.1",115853,"No","NS"
"chr10-26077526-26079255",-0.309,1.90864279952403e-10,3.83663923703523e-05,0.474,0.551,"Tmem200a",0,"No","NS"
"chr14-25515624-25516281",-0.309,0.000158355651715286,1,0.22,0.264,"Zmiz1",0,"No","NS"
"chr4-30599409-30600392",-0.309,0.0111717722007755,1,0.111,0.135,"4930556G01Rik",64203,"No","NS"
"chr2-48813176-48815407",-0.3091,3.2117347675996e-18,6.45603652574266e-13,0.737,0.786,"Acvr2a",0,"No","NS"
"chr1-186721839-186722836",-0.3091,2.2196224511608e-05,1,0.278,0.33,"Rrp15",0,"No","NS"
"chr12-108959709-108960688",-0.3091,0.000110644891875866,1,0.162,0.205,"Wdr25",0,"No","NS"
"chr13-75389841-75391415",-0.3091,0.000149596948593226,1,0.157,0.201,"Gm4149",253448,"No","NS"
"chr2-130663324-130664843",-0.3092,8.2597882518585e-21,1.66033307565908e-15,0.78,0.818,"Ddrgk1",0,"No","NS"
"chr4-59805289-59807341",-0.3092,1.69835249055171e-11,3.41392627535761e-06,0.674,0.719,"Snx30",0,"No","NS"
"chr12-84926379-84927323",-0.3092,1.0742040059528e-05,1,0.306,0.362,"Arel1",0,"No","NS"
"chr18-25752766-25754736",-0.3092,3.19077032382975e-05,1,0.231,0.283,"Celf4",0,"No","NS"
"chr6-47314118-47315203",-0.3092,0.000276457413421226,1,0.141,0.182,"Cntnap2",12748,"No","NS"
"chr18-88773562-88774368",-0.3092,0.00288392785745488,1,0.136,0.167,"Socs6",0,"No","NS"
"chr10-98349236-98349891",-0.3093,1.23971760051819e-06,0.249200593750564,0.128,0.182,"RP23-464I2.1",136618,"No","NS"
"chrX-99530322-99531586",-0.3093,1.42993494532215e-05,1,0.303,0.361,"Pja1",59048,"No","NS"
"chr11-67562686-67563673",-0.3093,5.48197221291012e-05,1,0.133,0.175,"Gas7",0,"No","NS"
"chr7-19831782-19832256",-0.3093,0.0110961298041733,1,0.092,0.114,"Bcl3",9011,"No","NS"
"chr2-166905063-166907245",-0.3094,2.69722233151934e-25,5.42179449748028e-20,0.852,0.868,"Cse1l",0,"No","NS"
"chr13-95973097-95973889",-0.3094,0.000112013529889007,1,0.188,0.234,"Sv2c",0,"No","NS"
"chr2-115580763-115582333",-0.3095,3.95992224558868e-09,0.000795999810274763,0.581,0.636,"Gm13977",0,"No","NS"
"chr9-21988440-21990011",-0.3095,6.45463544075643e-06,1,0.192,0.248,"Rgl3",0,"No","NS"
"chr8-61691382-61692332",-0.3095,0.00288498362034947,1,0.094,0.121,"Palld",0,"No","NS"
"chr19-25460851-25462390",-0.3096,7.84976963249156e-16,1.57791359290566e-10,0.386,0.519,"Gm26207",6787,"No","NS"
"chr9-110869488-110871288",-0.3096,7.7232903588442e-05,1,0.351,0.393,"Tmie",0,"No","NS"
"chr2-158203994-158204465",-0.3096,0.000153787268217116,1,0.205,0.25,"D630003M21Rik",0,"No","NS"
"chr8-86475558-86476328",-0.3096,0.00858285974344048,1,0.22,0.249,"Abcc12",5931,"No","NS"
"chr12-3389252-3389792",-0.3097,3.49185516242876e-05,1,0.212,0.263,"Kif3c",0,"No","NS"
"chr16-85260465-85261747",-0.3097,0.000353510630517323,1,0.129,0.167,"App",86757,"No","NS"
"chr8-111538192-111538519",-0.3097,0.00215548109039472,1,0.154,0.187,"Znrf1",0,"No","NS"
"chr2-156538924-156539559",-0.3097,0.00457054539821516,1,0.155,0.185,"Epb4.1l1",0,"No","NS"
"chr13-8831534-8832111",-0.3097,0.0154071234834911,1,0.09,0.111,"Wdr37",0,"No","NS"
"chr2-118745081-118746867",-0.3098,1.71167458815193e-17,3.44070555662773e-12,0.741,0.78,"Inafm2",0,"No","NS"
"chr3-69063640-69064279",-0.3098,0.00211126100649091,1,0.16,0.192,"Kpna4",2869,"No","NS"
"chr16-70330175-70331183",-0.3098,0.0114346359357152,1,0.122,0.147,"Gbe1",0,"No","NS"
"chr7-112297870-112300125",-0.3099,3.71522690195966e-19,7.4681262047052e-14,0.684,0.765,"Mical2",0,"No","NS"
"chr6-140620627-140621190",-0.3099,1.07048965892835e-05,1,0.285,0.342,"Aebp2",1258,"No","NS"
"chr2-180678445-180679212",-0.3099,0.000155447635690732,1,0.218,0.263,"Dido1",0,"No","NS"
"chr2-25264645-25265254",-0.31,3.59308809688474e-10,7.2226101070719e-05,0.503,0.571,"Tprn",0,"No","NS"
"chr9-107626280-107627228",-0.31,3.79239157000832e-10,7.62323799053653e-05,0.606,0.67,"Gnai2",0,"No","NS"
"chr9-14717499-14718755",-0.31,4.25132286001259e-08,0.0085457541338257,0.352,0.421,"Piwil4",0,"No","NS"
"chr2-167004112-167004849",-0.31,1.19634701566851e-06,0.240482499007589,0.323,0.383,"Gm11470",2281,"No","NS"
"chr2-118262663-118264081",-0.31,2.27896675848256e-05,1,0.228,0.28,"Gm29232",0,"No","NS"
"chr3-131138620-131140109",-0.31,0.00123304392095546,1,0.213,0.249,"Lef1",0,"No","NS"
"chr2-38429815-38430312",-0.31,0.00293490341350163,1,0.184,0.217,"Gm13589",0,"No","NS"
"chr18-56007478-56008666",-0.3102,7.86287001522172e-05,1,0.276,0.324,"Gm22484",19950,"No","NS"
"chr2-32938996-32939796",-0.3102,0.000638040718445941,1,0.197,0.234,"Lrsam1",0,"No","NS"
"chr15-84212000-84213553",-0.3103,1.16757141770886e-07,0.0234698200959328,0.47,0.525,"Samm50",0,"No","NS"
"chr13-20305552-20307289",-0.3103,1.41591924877047e-07,0.0284619591872347,0.428,0.494,"Elmo1",0,"No","NS"
"chr8-93041102-93041522",-0.3103,4.16629023324091e-06,0.837482664944688,0.25,0.312,"Ces1a",0,"No","NS"
"chr14-73116519-73117910",-0.3103,0.000960995549973272,1,0.157,0.192,"Rcbtb2",5126,"No","NS"
"chr2-167764602-167765762",-0.3104,1.69412834403636e-20,3.40543514948124e-15,0.778,0.817,"Gm14321",11704,"No","NS"
"chr1-135844144-135844909",-0.3104,0.0103403667131396,1,0.142,0.167,"Tnnt2",0,"No","NS"
"chr8-11300429-11300938",-0.3104,0.0142955619575999,1,0.085,0.106,"Col4a1",0,"No","NS"
"chr10-24464102-24465357",-0.3105,1.26747839767996e-08,0.00254780902631239,0.322,0.402,"Gm15271",11444,"No","NS"
"chr1-65245069-65247135",-0.3105,3.15120349757744e-06,0.633436019862032,0.332,0.391,"Pikfyve",0,"No","NS"
"chr2-130875617-130876822",-0.3105,4.39619786012248e-05,1,0.229,0.278,"4930402H24Rik",0,"No","NS"
"chr6-119854036-119854686",-0.3105,0.000305630625445647,1,0.147,0.186,"3110021A11Rik",5022,"No","NS"
"chr16-29839074-29839770",-0.3105,0.00962180770377937,1,0.147,0.172,"Gm26834",1259,"No","NS"
"chr2-127377796-127379067",-0.3105,0.0221512118545142,1,0.118,0.139,"Adra2b",10574,"No","NS"
"chr18-46197611-46199597",-0.3106,2.68832412335839e-15,5.40390785332763e-10,0.632,0.718,"Trim36",0,"No","NS"
"chr13-45839652-45840354",-0.3106,4.93316708393457e-07,0.0991635648210023,0.329,0.392,"Atxn1",0,"No","NS"
"chr17-27578467-27579310",-0.3106,2.02054290621945e-06,0.406157411750797,0.222,0.284,"Nudt3",71,"No","NS"
"chr13-16452739-16453943",-0.3106,0.00118820699830736,1,0.154,0.189,"Sugct",403911,"No","NS"
"chr2-163968079-163968877",-0.3106,0.0166227212959119,1,0.14,0.163,"Ywhab",26082,"No","NS"
"chr3-108195978-108196540",-0.3107,1.12486014075445e-06,0.226112636333615,0.15,0.208,"Cyb561d1",0,"No","NS"
"chr19-10289731-10290823",-0.3107,0.00060978502738637,1,0.149,0.187,"Dagla",0,"No","NS"
"chr1-183112896-183114869",-0.3109,1.03564788303662e-12,2.08179723560722e-07,0.555,0.65,"Disp1",0,"No","NS"
"chr9-50553682-50555487",-0.3109,1.22969504973686e-11,2.47185920727804e-06,0.516,0.595,"Bco2",0,"No","NS"
"chr15-40710029-40711049",-0.3109,8.33625255497278e-06,1,0.257,0.31,"Zfpm2",0,"No","NS"
"chr17-10784208-10784973",-0.3109,1.71432174720815e-05,1,0.111,0.157,"Pacrg",0,"No","NS"
"chr1-191254264-191254799",-0.311,0.000117768923216124,1,0.187,0.233,"RP24-443M8.1",2997,"No","NS"
"chr6-99200524-99201553",-0.311,0.00421326063247465,1,0.185,0.216,"Foxp1",0,"No","NS"
"chr11-44325549-44325960",-0.311,0.0275951534425364,1,0.098,0.117,"Gm12154",58339,"No","NS"
"chr4-63315665-63316754",-0.3111,5.34448859358322e-12,1.07431703015054e-06,0.563,0.643,"Col27a1",0,"No","NS"
"chr10-93331565-93332718",-0.3111,1.30909635402642e-10,2.63146694508267e-05,0.568,0.642,"Elk3",20429,"No","NS"
"chr2-150663117-150663736",-0.3111,3.16106963775446e-06,0.635419252163575,0.177,0.234,"Acss1",0,"No","NS"
"chr1-178281125-178282149",-0.3111,0.000681525321602795,1,0.108,0.141,"4930527J03Rik",4483,"No","NS"
"chr1-41892159-41892796",-0.3111,0.0617180275457262,1,0.111,0.127,"Gm29260",0,"No","NS"
"chr2-25053861-25055358",-0.3112,4.594970230248e-11,9.23653345863071e-06,0.663,0.712,"Pnpla7",0,"No","NS"
"chr8-123783361-123784391",-0.3112,2.853161379493e-07,0.0573525381537406,0.232,0.297,"Gm20388",0,"No","NS"
"chr8-3336555-3337765",-0.3112,4.91429129986948e-05,1,0.177,0.223,"A430078G23Rik",15649,"No","NS"
"chr4-149405658-149406321",-0.3113,3.70505560076386e-07,0.0744768046531946,0.423,0.489,"Ube4b",0,"No","NS"
"chr2-65119616-65120565",-0.3113,4.48664547628283e-07,0.0901878553769516,0.278,0.342,"Cobll1",0,"No","NS"
"chr5-43893917-43894606",-0.3113,2.45802142316838e-05,1,0.189,0.241,"Cd38",0,"No","NS"
"chr18-35093444-35094551",-0.3113,0.000110691036503342,1,0.196,0.243,"Ctnna1",24336,"No","NS"
"chr7-98879115-98879518",-0.3113,0.000902543067065435,1,0.2,0.237,"Uvrag",7224,"No","NS"
"chr7-112472099-112472347",-0.3113,0.00274936490655542,1,0.117,0.145,"Parva",0,"No","NS"
"chr2-49638271-49639457",-0.3114,8.22990671166151e-05,1,0.213,0.261,"Kif5c",0,"No","NS"
"chr2-127831134-127832532",-0.3115,5.81399700385075e-12,1.16869479373205e-06,0.594,0.654,"Bub1",0,"No","NS"
"chr3-33901952-33902968",-0.3115,4.40713723225282e-07,0.0885896283604069,0.381,0.445,"Gm23175",56100,"No","NS"
"chr10-42100681-42101832",-0.3115,0.000305907677928553,1,0.165,0.206,"Gm9855",45374,"No","NS"
"chr15-90339906-90340423",-0.3115,0.00864321720317437,1,0.131,0.157,"Alg10b",109351,"No","NS"
"chr15-53347145-53347348",-0.3115,0.00987346069254834,1,0.12,0.145,"Ext1",985,"No","NS"
"chr18-7705114-7706152",-0.3116,6.69396184244823e-08,0.0134558004579789,0.396,0.469,"Mpp7",78250,"No","NS"
"chr17-35601182-35602327",-0.3116,0.0081775367464279,1,0.114,0.138,"Sfta2",0,"No","NS"
"chr15-90430844-90431534",-0.3117,9.69853262302501e-08,0.0194954083668475,0.46,0.522,"Cpne8",55947,"No","NS"
"chr3-65469047-65469712",-0.3117,0.00293072328469516,1,0.098,0.125,"RP23-389J8.2",24374,"No","NS"
"chr2-119674361-119675983",-0.3118,6.5935386980763e-19,1.32539358785511e-13,0.767,0.804,"Rtf1",0,"No","NS"
"chr17-70999234-70999516",-0.3118,1.98394165507582e-07,0.0398800047853411,0.421,0.481,"Gm26561",0,"No","NS"
"chr4-95426171-95427078",-0.3118,5.48611822015848e-05,1,0.249,0.298,"Gm29064",23380,"No","NS"
"chr11-119133401-119134649",-0.3118,0.00106236312850102,1,0.117,0.151,"Gm11755",0,"No","NS"
"chr1-93014339-93014756",-0.3118,0.00534768849476904,1,0.119,0.146,"Kif1a",707,"No","NS"
"chr2-153740515-153742571",-0.3119,2.56931979909525e-30,5.16469250095332e-25,0.842,0.874,"Mapre1",0,"No","NS"
"chr9-35540987-35541812",-0.3119,0.000484881794963356,1,0.154,0.192,"Ddx25",34,"No","NS"
"chr18-83894726-83896371",-0.312,6.1422514689119e-14,1.23467853677186e-08,0.519,0.63,"Tshz1",115255,"No","NS"
"chr3-33918269-33919166",-0.312,0.0206888201527845,1,0.127,0.148,"Gm23175",39902,"No","NS"
"chr19-16598630-16600170",-0.3121,1.45815725752752e-05,1,0.277,0.331,"Gna14",0,"No","NS"
"chr16-45377191-45377743",-0.3121,0.000187646838912802,1,0.179,0.223,"Cd200",4391,"No","NS"
"chr3-104600559-104601068",-0.3121,0.00109668979770703,1,0.081,0.111,"Gm26091",89,"No","NS"
"chr8-81859689-81860118",-0.3121,0.0761489457264408,1,0.089,0.103,"Inpp4b",0,"No","NS"
"chr1-74964332-74964949",-0.3121,0.109092752363164,1,0.089,0.102,"Nhej1",2189,"No","NS"
"chr2-31482582-31483522",-0.3122,0.000296493179198061,1,0.289,0.331,"Ass1",0,"No","NS"
"chr6-76543176-76544099",-0.3122,0.00416286040055542,1,0.091,0.117,"Gm9008",45544,"No","NS"
"chrX-153433115-153434133",-0.3122,0.0118915840893941,1,0.143,0.168,"Gm7150",29044,"No","NS"
"chr18-44581187-44582471",-0.3123,2.58007425213454e-08,0.00518631045718572,0.389,0.458,"Mcc",0,"No","NS"
"chr8-22536093-22537164",-0.3123,8.14566833370549e-06,1,0.349,0.4,"Slc20a2",0,"No","NS"
"chr6-71879782-71880456",-0.3123,0.00534103150061391,1,0.079,0.103,"Ptcd3",191,"No","NS"
"chr2-130350133-130350837",-0.3123,0.00548933670928096,1,0.184,0.213,"Ebf4",0,"No","NS"
"chr6-4361732-4362784",-0.3123,0.00624411773127,1,0.139,0.167,"Gm8602",2224,"No","NS"
"chrX-20946036-20946329",-0.3123,0.023665414590452,1,0.127,0.148,"Uxt",0,"No","NS"
"chr3-98027169-98027756",-0.3124,5.63282787865477e-06,1,0.276,0.333,"Notch2",0,"No","NS"
"chr10-76633545-76635117",-0.3125,5.74097561526207e-14,1.15401647232629e-08,0.615,0.69,"Col6a2",9914,"No","NS"
"chr2-148402150-148402563",-0.3125,8.61145718250611e-05,1,0.132,0.174,"Thbd",1902,"No","NS"
"chr4-82416035-82416481",-0.3125,0.000511704111335612,1,0.101,0.134,"Nfib",0,"No","NS"
"chr4-97847116-97848007",-0.3125,0.00136994962951531,1,0.136,0.17,"Nfia",0,"No","NS"
"chr19-37345916-37347294",-0.3126,0.00116538258083012,1,0.163,0.198,"Ide",8063,"No","NS"
"chr7-125461230-125462496",-0.3126,0.0121700560950027,1,0.102,0.125,"Kdm8",0,"No","NS"
"chr2-3511840-3513553",-0.3127,5.88098644351332e-23,1.18216060895639e-17,0.813,0.85,"Hspa14",0,"No","NS"
"chr9-47589280-47590600",-0.3127,2.2218085291451e-19,4.46614619677574e-14,0.643,0.734,"Cadm1",0,"No","NS"
"chr12-117467751-117468738",-0.3128,4.18362326193484e-06,0.840966846374571,0.425,0.474,"Rapgef5",47740,"No","NS"
"chr9-72189747-72190213",-0.3128,0.0002712529712936,1,0.116,0.154,"Gm27159",9988,"No","NS"
"chr19-32793927-32794494",-0.3128,0.0042396465716168,1,0.14,0.17,"Pten",0,"No","NS"
"chr4-125962436-125963076",-0.3128,0.0298646048338554,1,0.083,0.1,"2610028E06Rik",40018,"No","NS"
"chr3-34525450-34526247",-0.3128,0.0302370920732587,1,0.094,0.113,"Gm27403",34092,"No","NS"
"chr4-151793151-151794246",-0.3129,8.8685892383494e-08,0.0178271059715757,0.362,0.431,"Camta1",0,"No","NS"
"chr14-74314872-74315635",-0.313,0.0109052591493177,1,0.091,0.114,"Htr2a",325204,"No","NS"
"chr15-98935220-98935752",-0.3131,9.59475943500949e-15,1.928680973069e-09,0.627,0.704,"Tuba1b",654,"No","NS"
"chr5-36346107-36347154",-0.3131,1.11845373878784e-05,1,0.14,0.19,"Sorcs2",0,"No","NS"
"chr8-121683078-121683804",-0.3131,1.56279071783118e-05,1,0.275,0.329,"Gm20388",0,"No","NS"
"chr13-14038721-14040869",-0.3132,2.75850438850193e-15,5.54498001150327e-10,0.724,0.762,"Tbce",0,"No","NS"
