"SYMBOL","peak","annotation","distanceToTSS","peak_log2FC","rna_log2FC","rna_padj"
"Kcnip3","chr2-127481765-127483338","Promoter (<=1kb)",0,-1.11257526440052,NA,NA
"Tbx18","chr9-87729215-87731575","Promoter (<=1kb)",0,-1.11206595687354,-0.149119602796087,1.62969932791311e-14
"Cntf","chr19-12765261-12765689","Promoter (<=1kb)",0,-1.11113763413468,NA,NA
"Natd1","chr11-60915121-60915623","Promoter (<=1kb)",-371,-1.10971596187969,NA,NA
"Dnai3","chr3-146047681-146048130","Promoter (<=1kb)",307,-1.10934234658204,NA,NA
"Zfp423","chr8-87958043-87960818","Promoter (<=1kb)",0,-1.10861066453433,-0.269613624687255,1.81123862007234e-42
"Ccdc166","chr15-75980903-75982327","Promoter (<=1kb)",115,-1.10746824358721,NA,NA
"Isg15","chr4-156200693-156200924","Promoter (<=1kb)",0,-1.1017385493761,-0.618616387490292,8.14935697269887e-61
"Med24","chr11-98709077-98710749","Promoter (<=1kb)",317,-1.10065052175054,0.0148298586747236,1
"Gm30052","chr8-113676680-113677136","Promoter (<=1kb)",-222,-1.10037922323315,NA,NA
"Plekho2","chr9-65561024-65562734","Promoter (<=1kb)",0,-1.10025160367875,-0.0907496440037033,1
"Zbtb7c","chr18-76056757-76057703","Promoter (1-2kb)",-1755,-1.09950264491789,-0.133777481661671,7.29247700514366e-08
"Psmb7","chr2-38645965-38646339","Promoter (1-2kb)",-1878,-1.09921341858204,-0.315623212097239,2.02299771325824e-26
"Mamdc2","chr19-23446471-23448387","Promoter (<=1kb)",11,-1.09881240540896,NA,NA
"Zdhhc5","chr2-84716956-84717302","Promoter (1-2kb)",-1776,-1.09854040469848,-0.13629786337488,0.384763899969652
"Sned1","chr1-93235070-93236853","Promoter (<=1kb)",0,-1.09682576952868,-0.323638075780166,1.33168940866303e-46
"Fxr1","chr3-34037364-34038246","Promoter (1-2kb)",-1285,-1.09634585396128,-0.000227144583104799,1
"Snapc4","chr2-26371934-26373271","Promoter (<=1kb)",84,-1.09483454766182,NA,NA
"Espl1","chr15-102315146-102315799","Promoter (<=1kb)",-686,-1.09370136557337,-0.14208913625809,0.00384606049155445
"Lmo7","chr14-101878265-101879695","Promoter (1-2kb)",-1146,-1.09357812175878,0.519249030293619,3.07164954576636e-49
"Sulf2","chr2-166153952-166155799","Promoter (<=1kb)",0,-1.09339104587712,NA,NA
"Fam53b","chr7-132780326-132781900","Promoter (<=1kb)",-3,-1.0928601326952,NA,NA
"Chodl","chr16-78930657-78931893","Promoter (<=1kb)",0,-1.09268407795977,NA,NA
"1700010I14Rik","chr17-8987928-8988964","Promoter (<=1kb)",0,-1.09173814134713,NA,NA
"A930011G23Rik","chr5-99727798-99729664","Promoter (<=1kb)",0,-1.09168285067127,NA,NA
"Ccdc92","chr5-124852154-124853529","Promoter (<=1kb)",-571,-1.08947265759653,NA,NA
"1700054K19Rik","chr6-112210036-112211167","Promoter (<=1kb)",0,-1.08871042864,NA,NA
"Mcc","chr18-44723767-44725376","Promoter (<=1kb)",0,-1.08754111231863,-0.554588134742975,5.65965421977958e-68
"Coq8b","chr7-27251920-27252232","Promoter (<=1kb)",0,-1.08706755305752,NA,NA
"Ppp1cc","chr5-122156510-122156843","Promoter (1-2kb)",-1435,-1.08667880530258,0.0495596523177686,1
"Itga4","chr2-79253320-79254018","Promoter (1-2kb)",-1408,-1.08516100318021,NA,NA
"Cmpk2","chr12-26468590-26470238","Promoter (<=1kb)",0,-1.08444524134909,NA,NA
"Mcpt8","chr14-56084641-56085564","Promoter (<=1kb)",0,-1.08316876505789,NA,NA
"Tnfaip2","chr12-111442121-111443684","Promoter (<=1kb)",0,-1.08289343186457,-0.230562476204766,2.38421315255042e-30
"Prkca","chr11-108012851-108013708","Promoter (<=1kb)",-46,-1.07937178905741,0.453236605498998,2.59662415160655e-36
"Atp9a","chr2-168741194-168742937","Promoter (<=1kb)",0,-1.07714261281946,NA,NA
"Ccl9","chr11-83578074-83578672","Promoter (<=1kb)",0,-1.07431249962384,NA,NA
"Ankrd44","chr1-54765399-54766789","Promoter (<=1kb)",0,-1.07338707612849,NA,NA
"Thsd7a","chr6-12747656-12750718","Promoter (<=1kb)",0,-1.07210624341665,-0.151741002072144,4.26183939332217e-14
"Psmd2","chr16-20657322-20658024","Promoter (<=1kb)",-983,-1.0704084152235,-0.353896365076473,4.42458693212275e-31
"4930443O20Rik","chr2-85085780-85086802","Promoter (<=1kb)",0,-1.07037105775137,NA,NA
"Epb41l2","chr10-25432911-25433954","Promoter (<=1kb)",295,-1.06794973670763,0.244433051279612,1.1016635762847e-10
"Dnmt1","chr9-20960927-20962182","Promoter (1-2kb)",-1039,-1.0678116873155,-0.13667615822201,1
"Emc4","chr2-112369709-112370194","Promoter (1-2kb)",-1682,-1.06765398553538,-0.249813024653155,6.86830110083065e-07
"Usp50","chr2-126769286-126770012","Promoter (<=1kb)",444,-1.06666148214803,-0.0653373830082815,1
"Glis2","chr16-4600735-4601115","Promoter (<=1kb)",-48,-1.06541427877742,-0.127054354906393,0.867506730676722
"Srrm4","chr5-116448479-116449253","Promoter (1-2kb)",-1635,-1.06492308616085,NA,NA
"Tk1","chr11-117819069-117819402","Promoter (1-2kb)",-1645,-1.06466446022422,0.189928962839674,5.03967394190462e-05
"Calb2","chr8-110167857-110168406","Promoter (<=1kb)",0,-1.06402603757968,NA,NA
"Or10aa3","chr1-174048606-174049727","Promoter (<=1kb)",-648,-1.06289694355481,NA,NA
"2410021H03Rik","chr17-69276791-69277744","Promoter (<=1kb)",0,-1.06232857139688,NA,NA
"Gm15471","chr3-103801580-103802481","Promoter (<=1kb)",-648,-1.05968609633095,NA,NA
"2900092C05Rik","chr7-12510163-12511726","Promoter (<=1kb)",-791,-1.0587557304719,NA,NA
"Dnajb6","chr5-29751066-29752096","Promoter (<=1kb)",344,-1.05832243811259,-0.0524414987130679,1
"Gbp6","chr5-105292959-105294494","Promoter (<=1kb)",0,-1.05700152095623,NA,NA
"Usp12","chr5-146757452-146759318","Promoter (<=1kb)",0,-1.05680398965684,-0.143267079607061,0.0121419687384757
"Pierce1","chr2-28465793-28466676","Promoter (<=1kb)",0,-1.05680057419369,NA,NA
"Orm2","chr4-63360367-63360581","Promoter (1-2kb)",-1868,-1.05309776096115,NA,NA
"Sapcd1","chr17-35027205-35027871","Promoter (<=1kb)",0,-1.04943222820991,NA,NA
"4930511E03Rik","chr6-94941714-94942474","Promoter (1-2kb)",-1360,-1.04874629554895,NA,NA
"Rarb","chr14-16818369-16819146","Promoter (<=1kb)",0,-1.04637575450497,NA,NA
"Cibar2","chr8-120177108-120178153","Promoter (<=1kb)",0,-1.04410896836565,NA,NA
"Inpp5d","chr1-87620416-87622470","Promoter (<=1kb)",0,-1.04278749570249,NA,NA
"Gas6","chr8-13493594-13494655","Promoter (<=1kb)",0,-1.04233871581025,-1.11349967544877,1.66835599529231e-233
"Cep41","chr6-30655317-30657014","Promoter (<=1kb)",0,-1.04089243262127,NA,NA
"Grin2d","chr7-45865768-45867397","Promoter (<=1kb)",0,-1.0403436385896,NA,NA
"Ldlrad4","chr18-68226081-68226941","Promoter (1-2kb)",-1126,-1.03998908101952,0.350535992636396,2.67156979427896e-24
"Afdn","chr17-13873810-13874710","Promoter (<=1kb)",-197,-1.03778438545587,-0.39866111324715,7.47558509351764e-38
"3300005D01Rik","chr17-5798313-5798703","Promoter (<=1kb)",0,-1.03745666822404,NA,NA
"Hivep1","chr13-42161950-42162783","Promoter (1-2kb)",-1539,-1.03492896993213,-0.0457914187747916,1
"Mir7029","chr5-115579487-115579968","Promoter (<=1kb)",-981,-1.0347820656839,NA,NA
"Opn1sw","chr6-29382468-29382813","Promoter (1-2kb)",-1955,-1.03374189116928,NA,NA
"Pate1","chr9-35685930-35687843","Promoter (<=1kb)",0,-1.03216302008713,NA,NA
"Flt3","chr5-147399855-147400710","Promoter (<=1kb)",0,-1.03178174625268,NA,NA
"Odad1","chr7-45923997-45924518","Promoter (<=1kb)",0,-1.03034916930191,NA,NA
"Tmem178","chr17-80943782-80945215","Promoter (<=1kb)",0,-1.02954619123771,NA,NA
"Mir344","chr7-61877226-61878131","Promoter (<=1kb)",0,-1.02892071386576,NA,NA
"Ankef1","chr2-136531187-136532840","Promoter (<=1kb)",0,-1.02688249720811,NA,NA
"Lrp8","chr4-107829703-107831247","Promoter (<=1kb)",0,-1.02650848704324,0.217900843157208,5.48557508203139e-24
"Itga1","chr13-115102689-115102978","Promoter (<=1kb)",-725,-1.02636313669149,-1.41404040925787,0
"Zfyve28","chr5-34230889-34232401","Promoter (<=1kb)",155,-1.02577512098473,NA,NA
"Iqub","chr6-24513514-24515285","Promoter (<=1kb)",0,-1.02502038315428,NA,NA
"Zfp462","chr4-54944854-54946163","Promoter (<=1kb)",0,-1.02483943263123,-0.0689589046946908,1
"Znfx1","chr2-167060311-167060976","Promoter (<=1kb)",0,-1.02375468701688,-0.178240998990861,3.88474996551855e-11
"Tmigd1","chr11-76900046-76900667","Promoter (1-2kb)",-1492,-1.02319464379578,NA,NA
"Plch2","chr4-155010592-155012415","Promoter (<=1kb)",0,-1.02099195020331,NA,NA
"Sigirr","chr7-141095641-141097116","Promoter (<=1kb)",0,-1.01755632541849,NA,NA
"Fam241b","chr10-62110518-62111505","Promoter (<=1kb)",0,-1.01678030651997,NA,NA
"Draxin","chr4-148130095-148131840","Promoter (<=1kb)",0,-1.01653256601626,NA,NA
"Tgfb1i1","chr7-128244490-128244907","Promoter (1-2kb)",-1905,-1.01493736933037,-0.132521604091888,1
"Ephb3","chr16-21216118-21216752","Promoter (<=1kb)",-65,-1.01341323688684,NA,NA
"Foxf1","chr8-121082791-121085028","Promoter (<=1kb)",0,-1.01226921934594,NA,NA
"Acp6","chr3-97166678-97167802","Promoter (<=1kb)",0,-1.01132289765572,-0.233518038392959,7.90582814358071e-17
"Krtap16-1","chr11-99985467-99986166","Promoter (<=1kb)",431,-1.01119870091632,NA,NA
"Fam118a","chr15-85035499-85035798","Promoter (1-2kb)",-1291,-1.01095757199961,-0.17875330892174,7.68632028327056e-07
"Il12a","chr3-68692997-68694177","Promoter (<=1kb)",0,-1.0094807808465,NA,NA
"Sh3bp5","chr14-31419176-31419717","Promoter (1-2kb)",-1499,-1.00747918681319,-0.300391132419706,4.3960431629455e-39
"Mustn1","chr14-30878904-30879849","Promoter (<=1kb)",0,-1.00507378610304,NA,NA
"Tmem179","chr12-112516286-112517604","Promoter (<=1kb)",0,-1.00398663390532,0.0481951898454233,1
"Cttn","chr7-144446873-144447516","Promoter (<=1kb)",-968,-1.00268497818202,0.0313272996283607,1
"1700065J11Rik","chr6-35330602-35331663","Promoter (<=1kb)",0,-1.00223850779579,NA,NA
"Sncaip","chr18-52768002-52769283","Promoter (<=1kb)",0,-1.00204771378489,NA,NA
"Akain1","chr17-69438523-69440178","Promoter (<=1kb)",0,-1.00028344719387,NA,NA
"Pram1","chr17-33636988-33637501","Promoter (<=1kb)",-555,-0.999287222304087,NA,NA
"Gm31108","chr6-143152170-143153456","Promoter (<=1kb)",475,-0.995934642864273,NA,NA
"D030024E09Rik","chr15-61776192-61776608","Promoter (1-2kb)",-1741,-0.994780096843021,NA,NA
"Tbc1d16","chr11-119223317-119223886","Promoter (1-2kb)",-1341,-0.993230652055683,NA,NA
"Slc45a4","chr15-73603962-73605309","Promoter (<=1kb)",158,-0.99135786533019,-0.0479957349413463,1
"Cep112","chr11-108751754-108752654","Promoter (<=1kb)",0,-0.991314864372078,-0.13031123990682,8.00721473272382e-08
"Dok7","chr5-35073255-35074837","Promoter (<=1kb)",-121,-0.988683809261212,NA,NA
"Spsb1","chr4-149942679-149943660","Promoter (<=1kb)",-61,-0.987298562098492,NA,NA
"Lyn","chr4-3677367-3679184","Promoter (<=1kb)",0,-0.986715104093699,-0.613799617208988,4.66598029665313e-97
"Zfp385b","chr2-77702853-77703716","Promoter (<=1kb)",0,-0.986633734126559,NA,NA
"Cubn","chr2-13456450-13457604","Promoter (<=1kb)",-823,-0.986009338678015,NA,NA
"Rtn4rl2","chr2-84886233-84888264","Promoter (<=1kb)",0,-0.984913858755446,NA,NA
"Pacsin1","chr17-27684775-27685797","Promoter (<=1kb)",0,-0.984868164464189,NA,NA
"Atp10b","chr11-43154379-43155266","Promoter (<=1kb)",-405,-0.98469498316898,NA,NA
"Gm14317","chr2-164548667-164550678","Promoter (<=1kb)",0,-0.984005851272329,NA,NA
"D630003M21Rik","chr2-158228702-158229588","Promoter (<=1kb)",0,-0.981768001427276,NA,NA
"Map4","chr9-109968794-109969464","Promoter (<=1kb)",0,-0.981399891017622,-0.0922161399915791,1
"Fat4","chr3-38884808-38886971","Promoter (<=1kb)",0,-0.979520990964462,NA,NA
"St3gal3","chr4-118030942-118031637","Promoter (<=1kb)",245,-0.979383955122623,0.056077211790959,1
"Snora2b","chr15-98525936-98527777","Promoter (<=1kb)",0,-0.976820564995304,NA,NA
"Nln","chr13-104062021-104062823","Promoter (<=1kb)",-167,-0.976013573902748,0.00416047842489276,1
"Tmem94","chr11-115775277-115777807","Promoter (<=1kb)",0,-0.975995961095809,NA,NA
"Mtcl1","chr17-66439112-66439748","Promoter (<=1kb)",-80,-0.975844056091856,-0.0808647381769569,1
"Srgap3","chr6-112948386-112948818","Promoter (1-2kb)",-1120,-0.974892086834537,-0.314717948374796,2.27314418678101e-23
"Colec12","chr18-9706955-9708929","Promoter (<=1kb)",0,-0.972983670072544,-0.954231100982519,7.73565888752493e-198
"Gpr35","chr1-92971665-92973281","Promoter (<=1kb)",0,-0.972414684687192,NA,NA
"Trpm8","chr1-88317235-88317753","Promoter (1-2kb)",-1160,-0.969059827051117,NA,NA
"Cnpy1","chr5-28209521-28210360","Promoter (<=1kb)",0,-0.966488818375899,NA,NA
"Dnai1","chr4-41631005-41632006","Promoter (<=1kb)",0,-0.966460087593481,NA,NA
"Nlrc3","chr16-3976168-3978901","Promoter (<=1kb)",0,-0.965877871347236,NA,NA
"Hcn2","chr10-79715019-79715414","Promoter (1-2kb)",-1220,-0.964839186962143,NA,NA
"Trim9","chr12-70345901-70348129","Promoter (<=1kb)",0,-0.964096478389867,NA,NA
"Mir671","chr5-24591168-24591567","Promoter (<=1kb)",-547,-0.963696648375552,NA,NA
"Nrsn1","chr13-25268936-25270207","Promoter (<=1kb)",0,-0.963193711969441,NA,NA
"Mir1936","chr12-102683659-102684861","Promoter (<=1kb)",159,-0.963172814792947,NA,NA
"Nkain3","chr4-20777326-20779078","Promoter (<=1kb)",0,-0.962700624255713,NA,NA
"Epg5","chr18-77954168-77954779","Promoter (<=1kb)",-431,-0.96136330140236,-0.0763907711500163,1
"Castor1","chr11-4217772-4219016","Promoter (<=1kb)",0,-0.960841781019117,NA,NA
"Gls2","chr10-128203380-128203995","Promoter (<=1kb)",0,-0.960813342184748,NA,NA
"Rffl","chr11-82846916-82848081","Promoter (<=1kb)",-824,-0.96006224972708,NA,NA
"Pde3b","chr7-114520041-114520587","Promoter (1-2kb)",-1147,-0.956389052513207,0.202759992698268,5.16746096284789e-10
"Guca1b","chr17-47382647-47383609","Promoter (1-2kb)",-1784,-0.955293867827096,NA,NA
"Oxsr1","chr9-119265169-119265908","Promoter (<=1kb)",-397,-0.952170598113069,-0.053079437109197,1
"Adgrg1","chr8-94992379-94993673","Promoter (<=1kb)",-601,-0.951214512120599,NA,NA
"Nrg1","chr8-32011054-32011357","Promoter (1-2kb)",-1513,-0.949585947657029,-0.00505433135041011,1
"Lhx6","chr2-36104515-36105878","Promoter (<=1kb)",0,-0.948833404231041,NA,NA
"Capns1","chr7-30196165-30196715","Promoter (1-2kb)",-1117,-0.946039172286573,-0.229736986208189,9.7565007957222e-11
"Ankrd10","chr8-11632515-11633759","Promoter (<=1kb)",191,-0.945588103649477,-0.205562745375245,3.90812797855571e-06
"Cnot7","chr8-40508901-40509316","Promoter (1-2kb)",-1233,-0.945316183645992,-0.135231491926703,1
"Slc2a4rg-ps","chr2-181384265-181385599","Promoter (<=1kb)",0,-0.945028902632852,NA,NA
"Lrrc43","chr5-123488954-123489701","Promoter (<=1kb)",0,-0.94410383145132,NA,NA
"2310043O21Rik","chr15-38595836-38596273","Promoter (<=1kb)",-902,-0.943732832768801,NA,NA
"Fsd1","chr17-55986098-55987083","Promoter (<=1kb)",0,-0.943435909214799,NA,NA
"Safb","chr17-56603525-56604076","Promoter (<=1kb)",-283,-0.943106638915,-0.159467640187737,0.290461209972957
"Atp11a","chr8-12755359-12755579","Promoter (1-2kb)",-1435,-0.940872335431348,-0.305220290538564,3.98150694960408e-29
"Nkain2","chr10-32889479-32891084","Promoter (<=1kb)",0,-0.93930226581608,-0.856464611227106,5.78733503329384e-145
"Gpd1","chr15-99714920-99716096","Promoter (1-2kb)",-1419,-0.939013789089534,NA,NA
"Carmn","chr18-61664376-61666686","Promoter (<=1kb)",0,-0.937577686639495,-0.204443664701592,1.64506093439279e-30
"Surf6","chr2-26900730-26901042","Promoter (<=1kb)",-962,-0.934543881404624,-0.151486352088517,2.83317115958379e-05
"Tmem141","chr2-25621128-25622155","Promoter (<=1kb)",0,-0.932212542171297,NA,NA
"Mc4r","chr18-66859770-66860937","Promoter (<=1kb)",0,-0.932080478619508,NA,NA
"Fbln1","chr15-85205826-85206264","Promoter (<=1kb)",0,-0.931764175503987,-0.209519130714531,6.87889136538364e-30
"Mir6344","chr1-82128987-82130417","Promoter (1-2kb)",-1499,-0.93026500657996,NA,NA
"Zdbf2","chr1-63272926-63273926","Promoter (<=1kb)",0,-0.930164758178676,NA,NA
"Parm1","chr5-91517179-91518378","Promoter (<=1kb)",0,-0.930076862320123,NA,NA
"Galnt16","chr12-80518375-80520252","Promoter (<=1kb)",0,-0.929944889118753,-0.317803575450228,3.98360577704346e-49
"Prkag2","chr5-24873106-24874704","Promoter (1-2kb)",-1353,-0.929921110859558,-0.100107811175765,1
"Nfkbid","chr7-30421408-30422829","Promoter (<=1kb)",0,-0.929622671084517,NA,NA
"Mdfi","chr17-47832554-47833492","Promoter (<=1kb)",0,-0.928951074144298,-0.105850458156054,1
"Pde7a","chr3-19234285-19235155","Promoter (<=1kb)",-756,-0.928626038652982,-0.0135900546646955,1
"Cmah","chr13-24374352-24376156","Promoter (<=1kb)",0,-0.927657591617467,NA,NA
"Sardh","chr2-27232205-27233027","Promoter (<=1kb)",0,-0.926322005167374,-0.0512290245623321,1
"Znrd2","chr19-5733549-5733955","Promoter (1-2kb)",-1817,-0.925658997533492,0.166155323984345,7.24518868387702e-07
"Klhdc8b","chr9-108449697-108450661","Promoter (<=1kb)",0,-0.925364085754795,NA,NA
"Adamtsl2","chr2-27095640-27098195","Promoter (<=1kb)",0,-0.925138068831209,NA,NA
"Pin1rt1","chr2-104717160-104718187","Promoter (<=1kb)",-781,-0.923895425882559,NA,NA
"Apob","chr12-7977574-7978862","Promoter (<=1kb)",0,-0.922987955625868,0.0160401605652077,1
"Atad1","chr19-32701833-32702595","Promoter (<=1kb)",-240,-0.921954683663234,-0.113075384429557,1
"Tppp3","chr8-105469158-105469611","Promoter (<=1kb)",0,-0.921174266462977,NA,NA
"Il18","chr9-50565041-50565560","Promoter (<=1kb)",0,-0.917848395097452,NA,NA
"Kank3","chr17-33821484-33821789","Promoter (<=1kb)",-41,-0.917463298693471,NA,NA
"Atxn7","chr14-14087308-14089034","Promoter (<=1kb)",0,-0.916004451494312,0.17844881301772,5.14555560058495e-13
"Slc1a2","chr2-102658171-102659743","Promoter (<=1kb)",0,-0.915167192995771,NA,NA
"Tmem204","chr17-25082042-25082418","Promoter (<=1kb)",-852,-0.915066914413535,NA,NA
"Nrxn2","chr19-6497072-6498612","Promoter (<=1kb)",0,-0.914790473179112,-0.25653245073507,5.05660083098469e-24
"Ankrd60","chr2-173577691-173578768","Promoter (<=1kb)",0,-0.914205695728194,NA,NA
"Tuba8","chr6-121210170-121211176","Promoter (<=1kb)",0,-0.913978677974772,NA,NA
"Plxna4","chr6-32586994-32588824","Promoter (<=1kb)",0,-0.911302854701232,NA,NA
"Kcng1","chr2-168280610-168281787","Promoter (<=1kb)",0,-0.911141858543723,NA,NA
"Egr4","chr6-85512499-85513884","Promoter (<=1kb)",0,-0.910144196825306,NA,NA
"Csrnp1","chr9-119978152-119978400","Promoter (<=1kb)",-817,-0.909748602848751,NA,NA
"Entpd1","chr19-40736516-40737599","Promoter (<=1kb)",332,-0.909346124583986,NA,NA
"Txnrd2","chr16-18451096-18452062","Promoter (<=1kb)",0,-0.909209763561279,0.0532705945584611,0.00680542350342979
"Cfap299","chr5-98328906-98329852","Promoter (<=1kb)",0,-0.906584983556573,NA,NA
"Nckipsd","chr9-108806305-108807157","Promoter (1-2kb)",-1211,-0.906247757039253,NA,NA
"Ccdc141","chr2-77020082-77021041","Promoter (<=1kb)",-165,-0.904708783240725,0.0787646782014059,0.0233292490044631
"Shisa9","chr16-11983146-11984842","Promoter (<=1kb)",0,-0.901203346015404,NA,NA
"Fibin","chr2-110362148-110363351","Promoter (<=1kb)",0,-0.898454184924881,NA,NA
"Nat8f4","chr6-85906614-85907812","Promoter (1-2kb)",-1730,-0.898279168126748,NA,NA
"Arl14","chr3-69220622-69221519","Promoter (<=1kb)",-900,-0.897743387132432,-0.16963653767187,0.184015727362562
"Chst8","chr7-34811690-34813285","Promoter (<=1kb)",0,-0.895462160926468,NA,NA
"Mrpl14","chr17-45694725-45695964","Promoter (<=1kb)",0,-0.894748087681183,-0.125799980686739,1
"Hdgfl2","chr17-56092272-56093102","Promoter (<=1kb)",-600,-0.893630378338449,-0.0827412141944469,1
"Kcnj12","chr11-61021870-61022928","Promoter (<=1kb)",0,-0.892550913688826,NA,NA
"Parvb","chr15-84268896-84269451","Promoter (1-2kb)",-1840,-0.891752480812685,0.101108788713721,0.244469366253879
"Nadsyn1","chr7-143798697-143799214","Promoter (<=1kb)",0,-0.891679578283049,NA,NA
"Msmp","chr4-43584331-43584854","Promoter (<=1kb)",0,-0.891370776428613,NA,NA
"Pex19","chr1-172132920-172134435","Promoter (<=1kb)",0,-0.891295984534687,-0.036459012380863,1
"Cttnbp2","chr6-18513651-18515360","Promoter (<=1kb)",0,-0.890110293534628,-0.00795611816622577,1
"Mob3b","chr4-35155589-35157614","Promoter (<=1kb)",0,-0.890107027279667,NA,NA
"Dtx2","chr5-136019838-136020312","Promoter (<=1kb)",280,-0.886582898467119,NA,NA
"Plppr4","chr3-117359625-117360970","Promoter (<=1kb)",0,-0.88594804483386,NA,NA
"a","chr2-155010182-155011800","Promoter (1-2kb)",-1672,-0.884767364985087,NA,NA
"Kat2b","chr17-53582200-53582528","Promoter (1-2kb)",-1598,-0.884115759691777,-0.0460886151355917,1
"Rapgef1","chr2-29702101-29703742","Promoter (<=1kb)",0,-0.882991554437537,-0.266595808539533,3.64615049680528e-20
"Myh9","chr15-77813123-77813528","Promoter (<=1kb)",0,-0.882700036623373,-0.566885385369063,1.28538739653077e-108
"Slc44a3","chr3-121460579-121460943","Promoter (<=1kb)",0,-0.882364924761517,NA,NA
"9530080O11Rik","chr4-95966543-95967746","Promoter (<=1kb)",0,-0.881018763206319,NA,NA
"Alkbh3os1","chr2-93978876-93980216","Promoter (<=1kb)",0,-0.880244847491862,NA,NA
"Ngly1","chr14-16260242-16261076","Promoter (<=1kb)",0,-0.879780255655611,0.119303417727283,2.42320365384875e-09
"Cda","chr4-138344704-138345779","Promoter (1-2kb)",-1055,-0.879611325715506,0.393775707860249,1.24607319219169e-179
"4930404H11Rik","chr12-71487648-71488306","Promoter (<=1kb)",0,-0.87893102525274,NA,NA
"Eprn","chr13-73345242-73347314","Promoter (<=1kb)",70,-0.877968250310721,NA,NA
"Lipt2","chr7-100157548-100158048","Promoter (1-2kb)",-1229,-0.876755543475238,NA,NA
"Chgb","chr2-132781125-132782113","Promoter (<=1kb)",0,-0.87615032858699,NA,NA
"Ankrd55","chr13-112286744-112287505","Promoter (<=1kb)",-946,-0.875569102837078,NA,NA
"Fam78a","chr2-32084319-32084869","Promoter (<=1kb)",0,-0.872721973756913,NA,NA
"Ccdc85a","chr11-28582744-28584515","Promoter (<=1kb)",0,-0.872413075361093,-0.487493479482462,8.92494480542168e-78
"Lrrc23","chr6-124779158-124780084","Promoter (<=1kb)",0,-0.872408279632884,NA,NA
"Adgrf2","chr17-42741132-42742766","Promoter (<=1kb)",0,-0.87158336362056,NA,NA
"Epas1","chr17-86752705-86755022","Promoter (<=1kb)",0,-0.871479057630334,-0.906424095570393,1.18707749842479e-166
"Gpr153","chr4-152272620-152274533","Promoter (<=1kb)",0,-0.870672889624418,NA,NA
"Bcl11b","chr12-108003681-108004372","Promoter (<=1kb)",-79,-0.86997632605948,NA,NA
"Ddr1","chr17-35703697-35704197","Promoter (<=1kb)",0,-0.869198836117404,-0.339358071213927,7.4524826300321e-21
"Sh3gl3","chr7-82174202-82175627","Promoter (<=1kb)",0,-0.86669034628084,NA,NA
"Exoc3l2","chr7-19462532-19462864","Promoter (<=1kb)",-467,-0.866618627486171,NA,NA
"Perm1","chr4-156215265-156216053","Promoter (<=1kb)",0,-0.866463548370658,NA,NA
"Vtcn1","chr3-100824756-100825981","Promoter (<=1kb)",0,-0.866266176109774,NA,NA
"Atp8a1","chr5-67815346-67816168","Promoter (<=1kb)",0,-0.865584521496216,0.119474756072529,2.35502912181877e-06
"Col19a1","chr1-24585987-24587495","Promoter (<=1kb)",0,-0.865319912438618,NA,NA
"Ascl2","chr7-142967289-142969415","Promoter (<=1kb)",0,-0.864821550285223,NA,NA
"Nek6","chr2-38509973-38510367","Promoter (1-2kb)",-1276,-0.863674934263211,-0.150003175627839,0.000680070616470451
"Optc","chr1-133909848-133910128","Promoter (1-2kb)",-1849,-0.863453210749967,NA,NA
"Lrig1","chr6-94680787-94682484","Promoter (<=1kb)",-157,-0.862924803407509,-0.215809356326516,3.27269080773139e-14
"Gpd1l","chr9-114921168-114921929","Promoter (1-2kb)",-1814,-0.861009833768785,NA,NA
"Ctps1","chr4-120544062-120545308","Promoter (<=1kb)",0,-0.860458937301026,NA,NA
"Myh10","chr11-68782068-68782699","Promoter (<=1kb)",-733,-0.860094015065201,-0.101877872137624,1
"Kcnj14","chr7-45824736-45825485","Promoter (<=1kb)",0,-0.856401446829647,NA,NA
"2310008N11Rik","chr8-26824164-26825067","Promoter (<=1kb)",0,-0.856250209532722,NA,NA
"Cpe","chr8-64620248-64620996","Promoter (<=1kb)",0,-0.855908234003477,-0.613649413126652,1.0511853886064e-158
"Odaph","chr5-91985604-91986161","Promoter (1-2kb)",-1314,-0.855055961358874,NA,NA
"Grin2a","chr16-9993389-9995725","Promoter (<=1kb)",0,-0.854655216716207,NA,NA
"Hs3st1","chr5-39643941-39645572","Promoter (<=1kb)",0,-0.854599887299842,NA,NA
"Pcsk2","chr2-143545153-143546591","Promoter (<=1kb)",0,-0.854229703524734,NA,NA
"Mttp","chr3-138130071-138131461","Promoter (<=1kb)",0,-0.853934735873359,-0.178933084677059,2.23092792131575e-12
"Col27a1","chr4-63233337-63233915","Promoter (<=1kb)",-371,-0.853785202158023,NA,NA
"Ston2","chr12-91745619-91746380","Promoter (<=1kb)",0,-0.853749472312566,NA,NA
"Mettl8","chr2-70977716-70978802","Promoter (1-2kb)",-1057,-0.853081067928058,-0.000493406769645349,1
"Gm16853","chr9-21411372-21412537","Promoter (<=1kb)",0,-0.852703237387087,NA,NA
"Mir30d","chr15-68342342-68343654","Promoter (1-2kb)",-1053,-0.852361315348276,NA,NA
"Nt5c2","chr19-46928951-46929553","Promoter (<=1kb)",0,-0.851886660381503,-0.000895648728559295,1
"Unc13d","chr11-116078777-116080019","Promoter (<=1kb)",-816,-0.850952469299497,NA,NA
